"Instruction","","Lat","TP","Uops","Ports"
"XOR (M8, I8)","BASE","[4;≤9]","1.00","1",""
"XOR (M8, R8h)","BASE","[≤3;≤10]","1.00","1",""
"XOR (M8, R8l)","BASE","[1;≤9]","1.00","1",""
"XOR (R16, 0)","BASE","1","0.33","1",""
"XOR (R16, I16)","BASE","1","0.35","1",""
"XOR (R16, I8)","BASE","1","0.33","1",""
"XOR (R16, M16)","BASE","[1;≤5]","1.00","1",""
"XOR (R32, 0)","BASE","1","0.33","1",""
"XOR (R32, I32)","BASE","1","0.44","1",""
"XOR (R32, I8)","BASE","1","0.33","1",""
"XOR (R32, M32)","BASE","[1;≤5]","1.00","1",""
"XOR (R64, 0)","BASE","1","0.33","1",""
"XOR (R64, I32)","BASE","1","0.50","1",""
"XOR (R64, I8)","BASE","1","0.33","1",""
"XOR (R64, M64)","BASE","[1;≤5]","1.00","1",""
"XOR (R8h, 0)","BASE","[2;≤3]","1.00","1",""
"XOR (R8h, I8)","BASE","[2;≤3]","1.00","1",""
"XOR (R8h, M8)","BASE","[2;≤6]","1.00","1",""
"XOR (R8l, M8)","BASE","[1;≤5]","1.00","1",""
"XOR (RAX, I32)","BASE","1","0.67","1",""
"XOR_30 (R8h, R8h)","BASE","[1;≤2]","1.00","1",""
"XOR_30 (R8h, R8l)","BASE","[2;≤3]","1.00","1",""
"XOR_30 (R8l, R8h)","BASE","[2;≤3]","1.00","1",""
"XOR_30 (R8l, R8l)","BASE","1","0.33","1",""
"XOR_31 (R16, R16)","BASE","1","0.33","1",""
"XOR_31 (R32, R32)","BASE","[0;1]","0.33","1",""
"XOR_31 (R64, R64)","BASE","[0;1]","0.33","1",""
"XOR_32 (R8h, R8h)","BASE","[1;≤2]","1.00","1",""
"XOR_32 (R8h, R8l)","BASE","[2;≤3]","1.00","1",""
"XOR_32 (R8l, R8h)","BASE","[2;≤3]","1.00","1",""
"XOR_32 (R8l, R8l)","BASE","1","0.33","1",""
"XOR_33 (R16, R16)","BASE","1","0.33","1",""
"XOR_33 (R32, R32)","BASE","[0;1]","0.33","1",""
"XOR_33 (R64, R64)","BASE","[0;1]","0.33","1",""
"XOR_LOCK (M16, 0)","BASE","[≤10;13]","14.00","1",""
"XOR_LOCK (M16, I16)","BASE","[≤10;13]","14.00","1",""
"XOR_LOCK (M16, I8)","BASE","[≤10;13]","14.00","1",""
"XOR_LOCK (M16, R16)","BASE","[≤10;≤14]","14.00","1",""
"XOR_LOCK (M32, 0)","BASE","[≤9;13]","14.00","1",""
"XOR_LOCK (M32, I32)","BASE","[≤9;13]","14.00","1",""
"XOR_LOCK (M32, I8)","BASE","[≤9;13]","14.00","1",""
"XOR_LOCK (M32, R32)","BASE","[≤9;13]","14.00","1",""
"XOR_LOCK (M64, 0)","BASE","[≤9;13]","14.00","1",""
"XOR_LOCK (M64, I32)","BASE","[≤9;13]","14.00","1",""
"XOR_LOCK (M64, I8)","BASE","[≤9;13]","14.00","1",""
"XOR_LOCK (M64, R64)","BASE","[≤9;13]","14.00","1",""
"XOR_LOCK (M8, 0)","BASE","[≤10;13]","14.00","1",""
"XOR_LOCK (M8, I8)","BASE","[≤10;13]","14.00","1",""
"XOR_LOCK (M8, R8h)","BASE","[≤11;≤15]","14.00","1",""
"XOR_LOCK (M8, R8l)","BASE","[≤10;≤14]","14.00","1",""
"XOR_R0 (R8l, 0)","BASE","1","0.33","1",""
"XOR_R0 (R8l, I8)","BASE","1","0.33","1",""
"XOR_R4 (R8l, 0)","BASE","1","0.33","1",""
"XOR_R4 (R8l, I8)","BASE","1","0.33","1",""
"CLFLUSHOPT (M512)","CLFLUSHOPT","","4.67","4",""
"CLFLUSH (M512)","CLFSH","","1.67","1",""
"CDQE","LONGMODE","1","1.00","1",""
"CMPSQ","LONGMODE","[4;≤9]","5.00","6",""
"CMPSQ_REPE","LONGMODE","","20.00","3",""
"CMPSQ_REPNE","LONGMODE","","20.00","3",""
"CMPXCHG16B (M128)","LONGMODE","[11;≤51]","11.00","19",""
"CMPXCHG16B_LOCK (M128)","LONGMODE","[23;≤59]","30.75","19",""
"CQO","LONGMODE","1","1.00","1",""
"LODSQ","LONGMODE","[4;≤5]","4.00","3",""
"LODSQ_REPE","LONGMODE","","20.00","3",""
"LODSQ_REPNE","LONGMODE","","20.00","3",""
"MOVSQ","LONGMODE","≤3","5.00","5",""
"MOVSQ_REPE","LONGMODE","","27.00","24",""
"MOVSQ_REPNE","LONGMODE","","27.00","24",""
"MOVSXD (R64, M32)","LONGMODE","[4;≤5]","1.00","1",""
"MOVSXD (R64, R32)","LONGMODE","1","1.00","1",""
"POPFQ","LONGMODE","","30.02","22",""
"PUSHFQ","LONGMODE","[≤12;≤15]","16.00","11",""
"SCASQ","LONGMODE","[1;≤5]","4.00","3",""
"SCASQ_REPE","LONGMODE","","20.00","3",""
"SCASQ_REPNE","LONGMODE","","20.00","3",""
"STOSQ","LONGMODE","[≤1;≤3]","4.00","2",""
"STOSQ_REPE","LONGMODE","","27.00","23",""
"STOSQ_REPNE","LONGMODE","","27.00","23",""
"LZCNT (R16, M16)","LZCNT","[7;12]","10.00","11",""
"LZCNT (R16, R16)","LZCNT","[6;11]","8.00","11",""
"LZCNT (R32, M32)","LZCNT","[7;12]","10.00","11",""
"LZCNT (R32, R32)","LZCNT","[7;10]","8.00","11",""
"LZCNT (R64, M64)","LZCNT","[7;12]","10.00","11",""
"LZCNT (R64, R64)","LZCNT","[7;10]","8.00","11",""
"EMMS","MMX","","38.00","19",""
"MASKMOVQ (MM, MM)","MMX","≤313","1.00","1",""
"MOVD (M32, MM)","MMX","[≤7;≤10]","1.00","1",""
"MOVD (MM, M32)","MMX","[≤5;≤7]","1.00","1",""
"MOVD (MM, R32)","MMX","≤8","1.00","1",""
"MOVD (R32, MM)","MMX","≤8","1.00","1",""
"MOVNTQ (M64, MM)","MMX","[≤5;≤7]","1.00","1",""
"MOVQ (M64, MM)","MMX","[≤5;≤7]","1.00","1",""
"MOVQ (MM, M64)","MMX","[≤5;≤7]","1.00","1",""
"MOVQ (MM, R64)","MMX","≤8","1.00","1",""
"MOVQ (R64, MM)","MMX","≤8","1.00","1",""
"MOVQ_0F6F (MM, MM)","MMX","1","0.50","1",""
"MOVQ_0F7F (MM, MM)","MMX","1","0.50","1",""
"PACKSSDW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PACKSSDW (MM, MM)","MMX","1","0.50","1",""
"PACKSSWB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PACKSSWB (MM, MM)","MMX","1","0.50","1",""
"PACKUSWB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PACKUSWB (MM, MM)","MMX","1","0.50","1",""
"PADDB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PADDB (MM, MM)","MMX","1","0.50","1",""
"PADDD (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PADDD (MM, MM)","MMX","1","0.50","1",""
"PADDSB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PADDSB (MM, MM)","MMX","1","0.50","1",""
"PADDSW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PADDSW (MM, MM)","MMX","1","0.50","1",""
"PADDUSB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PADDUSB (MM, MM)","MMX","1","0.50","1",""
"PADDUSW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PADDUSW (MM, MM)","MMX","1","0.50","1",""
"PADDW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PADDW (MM, MM)","MMX","1","0.50","1",""
"PAND (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PAND (MM, MM)","MMX","1","0.50","1",""
"PANDN (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PANDN (MM, MM)","MMX","1","0.50","1",""
"PAVGB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PAVGB (MM, MM)","MMX","1","0.50","1",""
"PAVGW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PAVGW (MM, MM)","MMX","1","0.50","1",""
"PCMPEQB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PCMPEQB (MM, MM)","MMX","1","0.50","1",""
"PCMPEQD (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PCMPEQD (MM, MM)","MMX","1","0.50","1",""
"PCMPEQW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PCMPEQW (MM, MM)","MMX","1","0.50","1",""
"PCMPGTB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PCMPGTB (MM, MM)","MMX","1","0.50","1",""
"PCMPGTD (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PCMPGTD (MM, MM)","MMX","1","0.50","1",""
"PCMPGTW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PCMPGTW (MM, MM)","MMX","1","0.50","1",""
"PEXTRW (R32, MM, I8)","MMX","≤8","1.00","1",""
"PINSRW (MM, M16, I8)","MMX","[1;≤9]","1.00","1",""
"PINSRW (MM, R32, I8)","MMX","[1;≤8]","1.00","1",""
"PMADDWD (MM, M64)","MMX","[4;≤12]","1.00","1",""
"PMADDWD (MM, MM)","MMX","4","1.00","1",""
"PMAXSW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PMAXSW (MM, MM)","MMX","1","0.50","1",""
"PMAXUB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PMAXUB (MM, MM)","MMX","1","0.50","1",""
"PMINSW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PMINSW (MM, MM)","MMX","1","0.50","1",""
"PMINUB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PMINUB (MM, MM)","MMX","1","0.50","1",""
"PMOVMSKB (R32, MM)","MMX","≤8","1.00","1",""
"PMULHUW (MM, M64)","MMX","[4;≤12]","1.00","1",""
"PMULHUW (MM, MM)","MMX","4","1.00","1",""
"PMULHW (MM, M64)","MMX","[4;≤12]","1.00","1",""
"PMULHW (MM, MM)","MMX","4","1.00","1",""
"PMULLW (MM, M64)","MMX","[4;≤12]","1.00","1",""
"PMULLW (MM, MM)","MMX","4","1.00","1",""
"POR (MM, M64)","MMX","[1;≤9]","1.00","1",""
"POR (MM, MM)","MMX","1","0.50","1",""
"PSADBW (MM, M64)","MMX","[4;≤12]","1.00","1",""
"PSADBW (MM, MM)","MMX","4","1.00","1",""
"PSHUFW (MM, M64, I8)","MMX","[≤6;≤9]","1.00","1",""
"PSHUFW (MM, MM, I8)","MMX","1","0.50","1",""
"PSLLD (MM, I8)","MMX","1","0.50","1",""
"PSLLD (MM, M64)","MMX","[2;≤10]","1.00","1",""
"PSLLD (MM, MM)","MMX","2","1.00","1",""
"PSLLQ (MM, I8)","MMX","1","0.50","1",""
"PSLLQ (MM, M64)","MMX","[2;≤10]","1.00","1",""
"PSLLQ (MM, MM)","MMX","2","1.00","1",""
"PSLLW (MM, I8)","MMX","1","0.50","1",""
"PSLLW (MM, M64)","MMX","[2;≤10]","1.00","1",""
"PSLLW (MM, MM)","MMX","2","1.00","1",""
"PSRAD (MM, I8)","MMX","1","0.50","1",""
"PSRAD (MM, M64)","MMX","[2;≤10]","1.00","1",""
"PSRAD (MM, MM)","MMX","2","1.00","1",""
"PSRAW (MM, I8)","MMX","1","0.50","1",""
"PSRAW (MM, M64)","MMX","[2;≤10]","1.00","1",""
"PSRAW (MM, MM)","MMX","2","1.00","1",""
"PSRLD (MM, I8)","MMX","1","0.50","1",""
"PSRLD (MM, M64)","MMX","[2;≤10]","1.00","1",""
"PSRLD (MM, MM)","MMX","2","1.00","1",""
"PSRLQ (MM, I8)","MMX","1","0.50","1",""
"PSRLQ (MM, M64)","MMX","[2;≤10]","1.00","1",""
"PSRLQ (MM, MM)","MMX","2","1.00","1",""
"PSRLW (MM, I8)","MMX","1","0.50","1",""
"PSRLW (MM, M64)","MMX","[2;≤10]","1.00","1",""
"PSRLW (MM, MM)","MMX","2","1.00","1",""
"PSUBB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PSUBB (MM, MM)","MMX","1","0.50","1",""
"PSUBD (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PSUBD (MM, MM)","MMX","1","0.50","1",""
"PSUBSB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PSUBSB (MM, MM)","MMX","1","0.50","1",""
"PSUBSW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PSUBSW (MM, MM)","MMX","1","0.50","1",""
"PSUBUSB (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PSUBUSB (MM, MM)","MMX","1","0.50","1",""
"PSUBUSW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PSUBUSW (MM, MM)","MMX","1","0.50","1",""
"PSUBW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PSUBW (MM, MM)","MMX","1","0.50","1",""
"PUNPCKHBW (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PUNPCKHBW (MM, MM)","MMX","1","0.50","1",""
"PUNPCKHDQ (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PUNPCKHDQ (MM, MM)","MMX","1","0.50","1",""
"PUNPCKHWD (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PUNPCKHWD (MM, MM)","MMX","1","0.50","1",""
"PUNPCKLBW (MM, M32)","MMX","[1;≤9]","1.00","1",""
"PUNPCKLBW (MM, MM)","MMX","1","0.50","1",""
"PUNPCKLDQ (MM, M32)","MMX","[1;≤9]","1.00","1",""
"PUNPCKLDQ (MM, MM)","MMX","1","0.50","1",""
"PUNPCKLWD (MM, M32)","MMX","[1;≤9]","1.00","1",""
"PUNPCKLWD (MM, MM)","MMX","1","0.50","1",""
"PXOR (MM, M64)","MMX","[1;≤9]","1.00","1",""
"PXOR (MM, MM)","MMX","[0;1]","0.50","1",""
"MOVBE (M16, R16)","MOVBE","[≤6;≤8]","1.00","1",""
"MOVBE (M32, R32)","MOVBE","[≤5;≤7]","1.00","1",""
"MOVBE (M64, R64)","MOVBE","[≤5;≤7]","1.00","1",""
"MOVBE (R16, M16)","MOVBE","[1;≤5]","1.00","1",""
"MOVBE (R32, M32)","MOVBE","[4;≤5]","1.00","1",""
"MOVBE (R64, M64)","MOVBE","[4;≤5]","1.00","1",""
"BNDCL (BND, R64)","MPX","","0.33","1",""
"BNDCL_B (BND)","MPX","","0.33","1",""
"BNDCL_B_D32 (BND)","MPX","","0.56","1",""
"BNDCL_B_D8 (BND)","MPX","","0.37","1",""
"BNDCL_B_I (BND)","MPX","","0.37","1",""
"BNDCL_B_I_D32 (BND)","MPX","","0.62","1",""
"BNDCL_B_I_D8 (BND)","MPX","","0.50","1",""
"BNDCL_B_IS (BND)","MPX","","0.37","1",""
"BNDCL_B_IS_D32 (BND)","MPX","","0.62","1",""
"BNDCL_B_IS_D8 (BND)","MPX","","0.50","1",""
"BNDCL_D32 (BND)","MPX","","0.56","1",""
"BNDCL_I_D32 (BND)","MPX","","0.63","1",""
"BNDCL_IS_D32 (BND)","MPX","","0.62","1",""
"BNDCN (BND, R64)","MPX","","0.33","1",""
"BNDCN_B (BND)","MPX","","0.33","1",""
"BNDCN_B_D32 (BND)","MPX","","0.56","1",""
"BNDCN_B_D8 (BND)","MPX","","0.38","1",""
"BNDCN_B_I (BND)","MPX","","0.37","1",""
"BNDCN_B_I_D32 (BND)","MPX","","0.62","1",""
"BNDCN_B_I_D8 (BND)","MPX","","0.50","1",""
"BNDCN_B_IS (BND)","MPX","","0.37","1",""
"BNDCN_B_IS_D32 (BND)","MPX","","0.63","1",""
"BNDCN_B_IS_D8 (BND)","MPX","","0.50","1",""
"BNDCN_D32 (BND)","MPX","","0.56","1",""
"BNDCN_I_D32 (BND)","MPX","","0.62","1",""
"BNDCN_IS_D32 (BND)","MPX","","0.62","1",""
"BNDCU (BND, R64)","MPX","","0.33","1",""
"BNDCU_B (BND)","MPX","","0.33","1",""
"BNDCU_B_D32 (BND)","MPX","","0.56","1",""
"BNDCU_B_D8 (BND)","MPX","","0.37","1",""
"BNDCU_B_I (BND)","MPX","","0.37","1",""
"BNDCU_B_I_D32 (BND)","MPX","","0.62","1",""
"BNDCU_B_I_D8 (BND)","MPX","","0.50","1",""
"BNDCU_B_IS (BND)","MPX","","0.37","1",""
"BNDCU_B_IS_D32 (BND)","MPX","","0.62","1",""
"BNDCU_B_IS_D8 (BND)","MPX","","0.50","1",""
"BNDCU_D32 (BND)","MPX","","0.56","1",""
"BNDCU_I_D32 (BND)","MPX","","0.62","1",""
"BNDCU_IS_D32 (BND)","MPX","","0.62","1",""
"BNDLDX (BND, M192)","MPX","","0.33","1",""
"BNDMK_B (BND)","MPX","","0.33","1",""
"BNDMK_B_D32 (BND)","MPX","","0.56","1",""
"BNDMK_B_D8 (BND)","MPX","","0.37","1",""
"BNDMK_B_I (BND)","MPX","","0.37","1",""
"BNDMK_B_I_D32 (BND)","MPX","","0.62","1",""
"BNDMK_B_I_D8 (BND)","MPX","","0.50","1",""
"BNDMK_B_IS (BND)","MPX","","0.38","1",""
"BNDMK_B_IS_D32 (BND)","MPX","","0.63","1",""
"BNDMK_B_IS_D8 (BND)","MPX","","0.50","1",""
"BNDMK_D32 (BND)","MPX","","0.56","1",""
"BNDMK_I_D32 (BND)","MPX","","0.62","1",""
"BNDMK_IS_D32 (BND)","MPX","","0.62","1",""
"BNDMOV (BND, BND)","MPX","","0.33","1",""
"BNDMOV (BND, M128)","MPX","","0.33","1",""
"BNDMOV (M128, BND)","MPX","≤2","0.33","1",""
"BNDSTX (M192, BND)","MPX","≤2","0.33","1",""
"PAUSE","PAUSE","","153.00","3",""
"PCLMULQDQ (XMM, M128, I8)","PCLMULQDQ","[6;≤14]","5.00","4",""
"PCLMULQDQ (XMM, XMM, I8)","PCLMULQDQ","6","4.00","3",""
"RDPID (R64)","RDPID","","6.00","5",""
"RDRAND (R16)","RDRAND","[1941;2059]","1919.75","16",""
"RDRAND (R32)","RDRAND","","1938.12","16",""
"RDRAND (R64)","RDRAND","","1940.43","16",""
"RDSEED (R16)","RDSEED","[1941;2061]","1939.75","16",""
"RDSEED (R32)","RDSEED","","1936.03","16",""
"RDSEED (R64)","RDSEED","","1929.20","16",""
"RDTSCP","RDTSCP","","34.50","22",""
"SHA1MSG1 (XMM, M128)","SHA","[3;≤11]","1.00","1",""
"SHA1MSG1 (XMM, XMM)","SHA","3","1.00","1",""
"SHA1MSG2 (XMM, M128)","SHA","[3;≤11]","1.00","1",""
"SHA1MSG2 (XMM, XMM)","SHA","3","1.00","1",""
"SHA1NEXTE (XMM, M128)","SHA","[3;≤11]","1.00","1",""
"SHA1NEXTE (XMM, XMM)","SHA","3","1.00","1",""
"SHA1RNDS4 (XMM, M128, I8)","SHA","[5;≤13]","2.00","1",""
"SHA1RNDS4 (XMM, XMM, I8)","SHA","5","2.00","1",""
"SHA256MSG1 (XMM, M128)","SHA","[3;≤11]","1.00","1",""
"SHA256MSG1 (XMM, XMM)","SHA","3","1.00","1",""
"SHA256MSG2 (XMM, M128)","SHA","[3;≤11]","1.00","1",""
"SHA256MSG2 (XMM, XMM)","SHA","3","1.00","1",""
"SHA256RNDS2 (XMM, M128)","SHA","[8;≤16]","5.00","4",""
"SHA256RNDS2 (XMM, XMM)","SHA","8","4.00","3",""
"ADDPS (XMM, M128)","SSE","[3;≤10]","1.00","1",""
"ADDPS (XMM, XMM)","SSE","[3;5]","1.00","1",""
"ADDSS (XMM, M32)","SSE","[3;≤10]","1.00","1",""
"ADDSS (XMM, XMM)","SSE","[3;5]","1.00","1",""
"ANDNPS (XMM, M128)","SSE","[1;≤9]","1.00","1",""
"ANDNPS (XMM, XMM)","SSE","1","0.50","1",""
"ANDPS (XMM, M128)","SSE","[1;≤9]","1.00","1",""
"ANDPS (XMM, XMM)","SSE","1","0.50","1",""
"CMPPS (XMM, M128, I8)","SSE","[3;≤10]","1.00","1",""
"CMPPS (XMM, XMM, I8)","SSE","[3;5]","1.00","1",""
"CMPSS (XMM, M32, I8)","SSE","[3;≤10]","1.00","1",""
"CMPSS (XMM, XMM, I8)","SSE","[3;5]","1.00","1",""
"COMISS (XMM, M32)","SSE","[≤8;≤9]","1.00","2",""
"COMISS (XMM, XMM)","SSE","≤8","1.00","1",""
"CVTPI2PS (XMM, M64)","SSE","[4;≤11]","1.00","1",""
"CVTPI2PS (XMM, MM)","SSE","[4;≤6]","1.00","1",""
"CVTPS2PI (MM, M64)","SSE","[≤10;≤11]","1.00","1",""
"CVTPS2PI (MM, XMM)","SSE","≤6","1.00","1",""
"CVTSI2SS (XMM, M32)","SSE","[4;≤11]","1.00","1",""
"CVTSI2SS (XMM, M64)","SSE","[4;≤11]","1.00","1",""
"CVTSI2SS (XMM, R32)","SSE","[4;≤10]","1.00","1",""
"CVTSI2SS (XMM, R64)","SSE","[4;≤10]","1.00","1",""
"CVTSS2SI (R32, M32)","SSE","[8;≤9]","1.00","2",""
"CVTSS2SI (R32, XMM)","SSE","≤8","1.00","1",""
"CVTSS2SI (R64, M32)","SSE","[8;≤9]","1.00","2",""
"CVTSS2SI (R64, XMM)","SSE","≤8","1.00","1",""
"CVTTPS2PI (MM, M64)","SSE","[≤10;≤11]","1.00","1",""
"CVTTPS2PI (MM, XMM)","SSE","≤6","1.00","1",""
"CVTTSS2SI (R32, M32)","SSE","[8;≤9]","1.00","2",""
"CVTTSS2SI (R32, XMM)","SSE","≤8","1.00","1",""
"CVTTSS2SI (R64, M32)","SSE","[8;≤9]","1.00","2",""
"CVTTSS2SI (R64, XMM)","SSE","≤8","1.00","1",""
"DIVPS (XMM, M128)","SSE","[≤16.0;≤23]","12.00","1",""
"DIVPS (XMM, XMM)","SSE","[≤16.0;≤18]","12.00","1",""
"DIVSS (XMM, M32)","SSE","[≤11.0;≤18]","7.00","1",""
"DIVSS (XMM, XMM)","SSE","[≤11.0;≤13]","7.00","1",""
"FXSAVE (M4096)","SSE","","116.33","156",""
"FXSAVE64 (M4096)","SSE","","116.67","156",""
"LDMXCSR (M32)","SSE","","18.00","6",""
"MAXPS (XMM, M128)","SSE","[3;≤10]","1.00","1",""
"MAXPS (XMM, XMM)","SSE","[3;5]","1.00","1",""
"MAXSS (XMM, M32)","SSE","[3;≤10]","1.00","1",""
"MAXSS (XMM, XMM)","SSE","[3;5]","1.00","1",""
"MINPS (XMM, M128)","SSE","[3;≤10]","1.00","1",""
"MINPS (XMM, XMM)","SSE","[3;5]","1.00","1",""
"MINSS (XMM, M32)","SSE","[3;≤10]","1.00","1",""
"MINSS (XMM, XMM)","SSE","[3;5]","1.00","1",""
"MOVAPS (M128, XMM)","SSE","[≤5;≤7]","1.00","1",""
"MOVAPS (XMM, M128)","SSE","[≤5;≤7]","1.00","1",""
"MOVAPS_0F28 (XMM, XMM)","SSE","0","0.42","1",""
"MOVAPS_0F29 (XMM, XMM)","SSE","0","0.42","1",""
"MOVHLPS (XMM, XMM)","SSE","1","0.50","1",""
"MOVHPS (M64, XMM)","SSE","[≤5;≤7]","1.00","1",""
"MOVHPS (XMM, M64)","SSE","[1;≤9]","1.00","1",""
"MOVLHPS (XMM, XMM)","SSE","1","0.50","1",""
"MOVLPS (M64, XMM)","SSE","[≤5;≤7]","1.00","1",""
"MOVLPS (XMM, M64)","SSE","[1;≤9]","1.00","1",""
"MOVMSKPS (R32, XMM)","SSE","≤8","1.00","1",""
"MOVNTPS (M128, XMM)","SSE","[≤5;≤7]","1.00","1",""
"MOVSS (M32, XMM)","SSE","[≤5;≤7]","1.00","1",""
"MOVSS (XMM, M32)","SSE","[≤5;≤7]","1.00","1",""
"MOVSS_0F10 (XMM, XMM)","SSE","1","0.50","1",""
"MOVSS_0F11 (XMM, XMM)","SSE","1","0.50","1",""
"MOVUPS (M128, XMM)","SSE","[≤5;≤7]","1.00","1",""
"MOVUPS (XMM, M128)","SSE","[≤5;≤7]","1.00","1",""
"MOVUPS_0F10 (XMM, XMM)","SSE","0","0.42","1",""
"MOVUPS_0F11 (XMM, XMM)","SSE","0","0.42","1",""
"MULPS (XMM, M128)","SSE","[4;≤11]","1.00","1",""
"MULPS (XMM, XMM)","SSE","[4;6]","1.00","1",""
"MULSS (XMM, M32)","SSE","[4;≤11]","1.00","1",""
"MULSS (XMM, XMM)","SSE","[4;6]","1.00","1",""
"ORPS (XMM, M128)","SSE","[1;≤9]","1.00","1",""
"ORPS (XMM, XMM)","SSE","1","0.50","1",""
"PREFETCHNTA (M512)","SSE","","1.00","1",""
"PREFETCHT0 (M512)","SSE","","1.00","1",""
"PREFETCHT1 (M512)","SSE","","1.00","1",""
"PREFETCHT2 (M512)","SSE","","1.00","1",""
"RCPPS (XMM, M128)","SSE","[≤11;≤12]","2.00","1",""
"RCPPS (XMM, XMM)","SSE","7","2.00","1",""
"RCPSS (XMM, M32)","SSE","[4;≤11]","1.00","1",""
"RCPSS (XMM, XMM)","SSE","[4;6]","1.00","1",""
"RSQRTPS (XMM, M128)","SSE","≤12","2.00","1",""
"RSQRTPS (XMM, XMM)","SSE","[≤5.0;≤7]","2.00","1",""
"RSQRTSS (XMM, M32)","SSE","[≤4.0;≤11]","1.00","1",""
"RSQRTSS (XMM, XMM)","SSE","[≤4.0;≤6]","1.00","1",""
"SFENCE","SSE","","2.00","1",""
"SHUFPS (XMM, M128, I8)","SSE","[1;≤9]","1.00","1",""
"SHUFPS (XMM, XMM, I8)","SSE","1","0.50","1",""
"SQRTPS (XMM, M128)","SSE","≤25","14.00","1",""
"SQRTPS (XMM, XMM)","SSE","[≤18.0;≤20]","14.00","1",""
"SQRTSS (XMM, M32)","SSE","[≤12.0;≤19]","8.00","1",""
"SQRTSS (XMM, XMM)","SSE","[≤12.0;≤14]","8.00","1",""
"STMXCSR (M32)","SSE","≤14","12.50","3",""
"SUBPS (XMM, M128)","SSE","[3;≤10]","1.00","1",""
"SUBPS (XMM, XMM)","SSE","[3;5]","1.00","1",""
"SUBSS (XMM, M32)","SSE","[3;≤10]","1.00","1",""
"SUBSS (XMM, XMM)","SSE","[3;5]","1.00","1",""
"UCOMISS (XMM, M32)","SSE","[≤8;≤9]","1.00","2",""
"UCOMISS (XMM, XMM)","SSE","≤8","1.00","1",""
"UNPCKHPS (XMM, M128)","SSE","[1;≤9]","1.00","1",""
"UNPCKHPS (XMM, XMM)","SSE","1","0.50","1",""
"UNPCKLPS (XMM, M128)","SSE","[1;≤9]","1.00","1",""
"UNPCKLPS (XMM, XMM)","SSE","1","0.50","1",""
"XORPS (XMM, M128)","SSE","[1;≤9]","1.00","1",""
"XORPS (XMM, XMM)","SSE","[0;1]","0.50","1",""
"ADDPD (XMM, M128)","SSE2","[3;≤10]","1.00","1",""
"ADDPD (XMM, XMM)","SSE2","[3;5]","1.00","1",""
"ADDSD (XMM, M64)","SSE2","[3;≤10]","1.00","1",""
"ADDSD (XMM, XMM)","SSE2","[3;5]","1.00","1",""
"ANDNPD (XMM, M128)","SSE2","[1;≤9]","1.00","1",""
"ANDNPD (XMM, XMM)","SSE2","1","0.50","1",""
"ANDPD (XMM, M128)","SSE2","[1;≤9]","1.00","1",""
"ANDPD (XMM, XMM)","SSE2","1","0.50","1",""
"CMPPD (XMM, M128, I8)","SSE2","[3;≤10]","1.00","1",""
"CMPPD (XMM, XMM, I8)","SSE2","[3;5]","1.00","1",""
"CMPSD_XMM (XMM, M64, I8)","SSE2","[3;≤10]","1.00","1",""
"CMPSD_XMM (XMM, XMM, I8)","SSE2","[3;5]","1.00","1",""
"COMISD (XMM, M64)","SSE2","[≤8;≤9]","1.00","2",""
"COMISD (XMM, XMM)","SSE2","≤8","1.00","1",""
"CVTDQ2PD (XMM, M64)","SSE2","[≤10;≤11]","1.00","1",""
"CVTDQ2PD (XMM, XMM)","SSE2","6","1.00","1",""
